Game Name,ROM SIZE (bytes),ROM SIZE (Mb)
Shadowrun (Japan) (EnJa),"1,310,720",10
Chester Cheetah - Wild Wild Quest (USA) (Beta),"1,310,720",10
Chester Cheetah - Wild Wild Quest (USA),"1,310,720",10
Super F1 Circus Gaiden (Japan),"1,310,720",10
Sanspo Fishing - Keiryuu Ou (Japan),"1,310,720",10
Super Gussun Oyoyo 2 (Japan),"1,310,720",10
Super Inindou - Datou Nobunaga (Japan),"1,310,720",10
Super Jinsei Game (Japan) (Rev 1),"1,310,720",10
Super Jinsei Game (Japan),"1,310,720",10
Super Jinsei Game 2 (Japan) (Rev 2),"1,310,720",10
Super Jinsei Game 2 (Japan),"1,310,720",10
Arcus Spirits (Japan),"1,310,720",10
Super Kyoutei (Japan) (Rev 1),"1,310,720",10
Super Kyoutei (Japan),"1,310,720",10
Civilization - Sekai Shichi Daibunmei (Japan),"1,310,720",10
Iron Commando - Koutetsu no Senshi (Japan),"1,310,720",10
Rockman's Soccer (Japan),"1,310,720",10
Aladdin (USA),"1,310,720",10
Dokuritsu Sensou - Liberty or Death (Japan),"1,310,720",10
Aladdin (USA) (Beta),"1,310,720",10
Super Tekkyuu Fight! (Japan),"1,310,720",10
Aladdin (Spain),"1,310,720",10
Aladdin (Japan),"1,310,720",10
Aladdin (Germany),"1,310,720",10
Aladdin (France),"1,310,720",10
Aladdin (Europe),"1,310,720",10
Hebereke no Oishii Puzzle wa Irimasenka (Japan),"1,310,720",10
Hashire Hebereke (Japan),"1,310,720",10
Ren & Stimpy Show The - Time Warp (USA),"1,310,720",10
Ren & Stimpy Show The - Time Warp (Europe),"1,310,720",10
Great Battle III The (Japan),"1,310,720",10
Great Battle Gaiden 2 The - Matsuri da Wasshoi (Japan),"1,310,720",10
Go Go Ackman (Japan),"1,310,720",10
Aero Fighters (USA),"1,310,720",10
Teitoku no Ketsudan (Japan) (Rev 1),"1,310,720",10
Teitoku no Ketsudan (Japan),"1,310,720",10
Tetsuwan Atom (Japan),"1,310,720",10
Adventures of Kid Kleets The (USA) (EnFrEs),"1,310,720",10
Daibakushou Jinsei Gekijou - Dokidoki Seishun Hen (Japan),"1,310,720",10
Final Fight 2 (USA),"1,310,720",10
Nishijin Pachinko 3 (Japan),"1,310,720",10
Final Fight 2 (Japan),"1,310,720",10
Final Fight 2 (Europe),"1,310,720",10
Populous II - Trials of the Olympian Gods (Japan),"1,310,720",10
NCAA Basketball (USA) (Rev 1),"1,048,576",8
Ardy Lightfoot (Europe),"1,048,576",8
3 Jigen Kakutou Ballz (Japan) (Sample),"1,048,576",8
Zool no Yume Bouken (Japan),"1,048,576",8
Zool - Ninja of the 'Nth' Dimension (USA),"1,048,576",8
Zool - Ninja of the 'Nth' Dimension (Europe),"1,048,576",8
Zool (USA) (Sample),"1,048,576",8
Zombies Ate My Neighbors (USA),"1,048,576",8
Dennis (Europe),"1,048,576",8
Dennis the Menace (USA),"1,048,576",8
Zombies (Europe),"1,048,576",8
Zombies (Europe) (Beta),"1,048,576",8
Zico Soccer (Japan),"1,048,576",8
Derby Jockey - Kishu Ou e no Michi (Japan) (Rev 1),"1,048,576",8
Derby Jockey - Kishu Ou e no Michi (Japan),"1,048,576",8
Zenkoku Koukou Soccer 2 (Japan),"1,048,576",8
Zenkoku Koukou Soccer (Japan),"1,048,576",8
Zenkoku Juudan Ultra Shinri Game (Japan),"1,048,576",8
Zen-Nihon Pro Wres - Fight da Pon! (Japan),"1,048,576",8
Zelda no Densetsu - Kamigami no Triforce (Japan),"1,048,576",8
Zelda no Densetsu - Kamigami no Triforce (Japan) (Rev 2),"1,048,576",8
Zelda no Densetsu - Kamigami no Triforce (Japan) (Rev 1),"1,048,576",8
Zan II Spirits (Japan),"1,048,576",8
Zaitaku Touhyou System - SPAT4-Wide (Japan),"1,048,576",8
Desert Fighter (Europe) (Beta),"1,048,576",8
Desert Fighter (Europe),"1,048,576",8
Desert Fighter - Suna no Arashi Sakusen (Japan),"1,048,576",8
Desert Strike - Return to the Gulf (Europe),"1,048,576",8
Desert Strike - Return to the Gulf (USA),"1,048,576",8
Desert Strike - Wangan Sakusen (Japan),"1,048,576",8
Yuuyu no Quiz de Go! Go! (Japan),"1,048,576",8
Dharma Doujou (Japan),"1,048,576",8
Dig & Spike Volleyball (USA),"1,048,576",8
Dimension-Force (Japan) (En),"1,048,576",8
Dino City (Europe),"1,048,576",8
Dino City (USA),"1,048,576",8
Dino Dini's Soccer! (Europe) (EnFrDe),"1,048,576",8
Dinowars - Kyouryuu Oukoku e no Daibouken (Japan),"1,048,576",8
Yuujin no Furi Furi Girls (Japan),"1,048,576",8
Yuujin Janjuu Gakuen (Japan),"1,048,576",8
Ys III - Wanderers from Ys (USA),"1,048,576",8
Ys III - Wanderers from Ys (Japan),"1,048,576",8
Youkai Buster - Ruka no Daibouken (Japan),"1,048,576",8
Yoshi's Safari (USA),"1,048,576",8
Dokapon Gaiden - Honoo no Audition (Japan),"1,048,576",8
Yoshi's Safari (Europe),"1,048,576",8
3-jigen Kakutou Ballz (Japan),"1,048,576",8
Yoshi no Road Hunting (Japan),"1,048,576",8
Yoshi no Cookie - Kuruppon Oven de Cookie (Japan),"1,048,576",8
3x3 Eyes - Seima Kourinden (Japan),"1,048,576",8
Yokozuna Monogatari (Japan),"1,048,576",8
Yokozuna Monogatari (Japan) (Rev 1),"1,048,576",8
Yokoyama Mitsuteru Sangokushi (Japan),"1,048,576",8
Yokoyama Mitsuteru Sangokushi (Japan) (Rev 1),"1,048,576",8
Yogi Bear's Cartoon Capers (Europe),"1,048,576",8
Yogi Bear (Japan) (En),"1,048,576",8
Yadamon - Wonderland Dreams (Japan),"1,048,576",8
Yadamon - Wonderland Dreams (Japan) (Sample),"1,048,576",8
Xardion (USA),"1,048,576",8
Xandra no Daibouken - Valkyrie to no Deai (Japan),"1,048,576",8
XBAND (USA),"1,048,576",8
X-Kaliber 2097 (USA),"1,048,576",8
X-Kaliber 2097 (USA) (Beta),"1,048,576",8
X-Kaliber 2097 (Europe),"1,048,576",8
World Soccer (Europe),"1,048,576",8
A.S.P. - Air Strike Patrol (USA),"1,048,576",8
World League Basketball (Europe),"1,048,576",8
World Cup Striker (Japan),"1,048,576",8
World Cup Striker (Europe) (EnFrDe),"1,048,576",8
Doomsday Warrior (USA),"1,048,576",8
World Cup Striker (Europe) (EnFrDe) (Beta),"1,048,576",8
ABC Monday Night Football (Japan),"1,048,576",8
Doraemon 2 - Nobita no Toys Land Daibouken (Japan),"1,048,576",8
World Class Rugby 2 - Kokunai Gekitou Hen '93 (Japan),"1,048,576",8
ABC Monday Night Football (USA),"1,048,576",8
Dossun! Ganseki Battle (Japan),"1,048,576",8
ACME Animation Factory (Europe),"1,048,576",8
ACME Animation Factory (USA),"1,048,576",8
Wolfenstein 3D - The Claw of Eisenfaust (Japan),"1,048,576",8
Wolfenstein 3D (USA) (Beta 2),"1,048,576",8
Wolfenstein 3D (USA) (Beta 1),"1,048,576",8
Wolfenstein 3D (Europe),"1,048,576",8
David Crane's Amazing Tennis (USA),"1,048,576",8
Wolfenstein 3-D (USA),"1,048,576",8
Wolfchild (USA),"1,048,576",8
Wizardry V - Saika no Chuushin (Japan) (EnJa),"1,048,576",8
Wizardry V - Heart of the Maelstrom (USA),"1,048,576",8
Wizard of Oz The (USA),"1,048,576",8
Wing Commander - The Secret Missions (USA),"1,048,576",8
Wing Commander - The Secret Missions (Europe),"1,048,576",8
Dragon Ball Z - Super Butouden (Japan) (Sample),"1,048,576",8
Wing Commander - The Secret Missions (Europe) (Beta),"1,048,576",8
Wing Commander (USA),"1,048,576",8
Wing Commander (Japan),"1,048,576",8
Wing Commander (Germany),"1,048,576",8
Wing Commander (Europe),"1,048,576",8
Ace o Nerae! (Japan),"1,048,576",8
Dragon Ball Z - Super Saiya Densetsu (Japan) (Rev 1),"1,048,576",8
Dragon Ball Z - Super Saiya Densetsu (Japan),"1,048,576",8
Wild Trax (Japan) (Rev 1),"1,048,576",8
Acrobat Mission (Japan) (En),"1,048,576",8
Wild Guns (USA),"1,048,576",8
Wild Guns (Japan),"1,048,576",8
Wild Guns (Japan) (Sample),"1,048,576",8
Wild Guns (Japan) (Beta),"1,048,576",8
Dragon Slayer - Eiyuu Densetsu (Japan) (Rev 1) (NP),"1,048,576",8
Dragon Slayer - Eiyuu Densetsu (Japan),"1,048,576",8
Wild Guns (Europe),"1,048,576",8
Whizz (USA),"1,048,576",8
Dragon's Earth (Japan),"1,048,576",8
David Crane's Amazing Tennis (USA) (Arcade),"1,048,576",8
David Crane's Amazing Tennis (Japan),"1,048,576",8
David Crane's Amazing Tennis (Europe),"1,048,576",8
Date Kimiko no Virtual Tennis (Japan),"1,048,576",8
Drakkhen (Europe),"1,048,576",8
Drakkhen (Germany),"1,048,576",8
Drakkhen (Japan),"1,048,576",8
Drakkhen (USA),"1,048,576",8
Whizz (Europe),"1,048,576",8
Dream Maze - Kigurumi Daibouken (Japan),"1,048,576",8
Whirlo (Europe),"1,048,576",8
Where in the World Is Carmen Sandiego (USA) (EnFrDeEsIt),"1,048,576",8
Where in the World Is Carmen Sandiego (Europe) (EnFrDeEsIt),"1,048,576",8
Where in Time Is Carmen Sandiego (USA) (EnFrDeEsIt),"1,048,576",8
ActRaiser (Europe),"1,048,576",8
ActRaiser (France),"1,048,576",8
Wedding Peach (Japan),"1,048,576",8
Duel The - Test Drive II (Europe),"1,048,576",8
Duel The - Test Drive II (USA),"1,048,576",8
We're Back! - A Dinosaur's Story (USA),"1,048,576",8
Dungeon Master (Europe),"1,048,576",8
Dungeon Master (Japan) (Rev 1),"1,048,576",8
Dungeon Master (Japan),"1,048,576",8
Dungeon Master (USA),"1,048,576",8
Dynamaite the Las Vegas (Japan),"1,048,576",8
Dynamic Stadium (Japan),"1,048,576",8
We're Back! - A Dinosaur's Story (Europe),"1,048,576",8
Wayne's World (USA),"1,048,576",8
Wayne's World (Europe),"1,048,576",8
WarpSpeed (USA),"1,048,576",8
WarpSpeed (Europe),"1,048,576",8
Wario's Woods (USA),"1,048,576",8
Wario's Woods (Europe),"1,048,576",8
Waratte Iitomo! Tamolympic (Japan),"1,048,576",8
Earth Defense Force (Europe),"1,048,576",8
Earth Defense Force (USA),"1,048,576",8
Earth Light (Japan),"1,048,576",8
War 3010 - The Revolution (USA),"1,048,576",8
Wally o Sagase! - Ehon no Kuni no Daibouken (Japan),"1,048,576",8
Wakuwaku Ski Wonder Spur (Japan),"1,048,576",8
Wakataka Oozumou - Yume no Kyoudai Taiketsu (Japan),"1,048,576",8
WWF Super WrestleMania (USA),"1,048,576",8
WWF Super WrestleMania (Japan) (En),"1,048,576",8
WWF Super WrestleMania (Europe),"1,048,576",8
ActRaiser (Germany),"1,048,576",8
ActRaiser (USA) (Arcade),"1,048,576",8
Edono Kiba (Japan),"1,048,576",8
Eek! The Cat (Europe),"1,048,576",8
Eek! The Cat (USA),"1,048,576",8
ActRaiser (USA),"1,048,576",8
Volleyball Twin (Japan),"1,048,576",8
Virtual Wars (Japan),"1,048,576",8
Elite Soccer (USA),"1,048,576",8
Virtual Soccer (Europe),"1,048,576",8
Viking no Daimeiwaku (Japan),"1,048,576",8
Vegas Stakes (USA),"1,048,576",8
Vegas Stakes (Europe),"1,048,576",8
Val d'Isere Championship (France),"1,048,576",8
Emmitt Smith Football (USA),"1,048,576",8
Val d'Isere Championship (France) (Beta) (1993-10-27),"1,048,576",8
Equinox (Europe),"1,048,576",8
Equinox (USA) (Beta),"1,048,576",8
Equinox (USA),"1,048,576",8
Val d'Isere Championship (Europe),"1,048,576",8
Action Pachio (Japan),"1,048,576",8
Estpolis Denki (Japan) (Rev 1),"1,048,576",8
Estpolis Denki (Japan),"1,048,576",8
Actraiser (Japan),"1,048,576",8
Darius Twin (USA),"1,048,576",8
Ushio to Tora (Japan),"1,048,576",8
Untouchables The (USA),"1,048,576",8
Uncharted Waters (USA),"1,048,576",8
Exhaust Heat (Europe),"1,048,576",8
Exhaust Heat (Japan) (En),"1,048,576",8
Exhaust Heat II - F1 Driver e no Michi (Japan),"1,048,576",8
Extra Innings (USA),"1,048,576",8
Eye of the Beholder (Japan),"1,048,576",8
F-1 Grand Prix (Japan),"1,048,576",8
Umizuri Meijin - Suzuki Hen (Japan),"1,048,576",8
Umizuri Meijin - Suzuki Hen (Japan) (Beta),"1,048,576",8
F-15 Super Strike Eagle (Japan) (En),"1,048,576",8
Darius Twin (Japan),"1,048,576",8
Darius Twin (Europe),"1,048,576",8
Darius Force (Japan) (En),"1,048,576",8
F1 Pole Position (Europe),"1,048,576",8
F1 Pole Position (USA) (Beta),"1,048,576",8
F1 Pole Position (USA),"1,048,576",8
F1 Pole Position 2 (Europe),"1,048,576",8
F1 ROC - Race of Champions (USA),"1,048,576",8
Umihara Kawase (Japan),"1,048,576",8
F1-ROC II - Race of Champions (USA),"1,048,576",8
Addams Family The (Europe) (EnFrDe),"1,048,576",8
Addams Family The (Japan),"1,048,576",8
Addams Family The (USA) (Arcade),"1,048,576",8
FIFA International Soccer (Europe),"1,048,576",8
FIFA International Soccer (Japan),"1,048,576",8
FIFA International Soccer (USA),"1,048,576",8
Ultra Seven (Japan),"1,048,576",8
Ultra Baseball Jitsumei Ban 2 (Japan),"1,048,576",8
Addams Family The (USA),"1,048,576",8
Ultimate Football (Japan) (En),"1,048,576",8
Ultima VII - The Black Gate (USA) (Beta),"1,048,576",8
Ultima VI - Itsuwari no Yogensha (Japan),"1,048,576",8
Ultima VI - Itsuwari no Yogensha (Japan) (Beta),"1,048,576",8
Family Dog (Europe),"1,048,576",8
Family Dog (USA),"1,048,576",8
Daisenryaku Expert (Japan),"1,048,576",8
Ultima Gaiden - Kuro Kishi no Inbou (Japan),"1,048,576",8
Ultima - The False Prophet (USA),"1,048,576",8
Ultima - The Black Gate (USA),"1,048,576",8
Ultima - Runes of Virtue II (USA),"1,048,576",8
Ultima - Runes of Virtue II (USA) (Beta) (1994-xx-xx),"1,048,576",8
Ultima - Runes of Virtue II (USA) (Beta) (1993-07-30),"1,048,576",8
Uchuu no Kishi Tekkaman Blade (Japan),"1,048,576",8
Uchuu no Kishi Tekkaman Blade (Japan) (Beta),"1,048,576",8
Uchuu Race - Astro Go! Go! (Japan),"1,048,576",8
USA Ice Hockey (Japan) (En),"1,048,576",8
USA Ice Hockey (Japan) (En) (Rev 1),"1,048,576",8
U.N. Squadron (USA),"1,048,576",8
U.N. Squadron (Europe),"1,048,576",8
U.F.O. Kamen Yakisoban - Kettler no Kuroi Inbou (Japan),"1,048,576",8
U.F.O. Kamen Yakisoban - Kettler no Kuroi Inbou (Japan) (Keihin Ban),"1,048,576",8
Twisted Tales of Spike McFang The (USA),"1,048,576",8
TwinBee - Rainbow Bell Adventure (Japan),"1,048,576",8
Addams Family The - Pugsley's Scavenger Hunt (Europe),"1,048,576",8
Fighting Baseball (Japan),"1,048,576",8
Tsuyoshi Shikkari Shinasai - Taisen Puzzle Dama (Japan),"1,048,576",8
Tsuri Tarou (Japan),"1,048,576",8
Final Fantasy II (USA) (Rev 1),"1,048,576",8
Final Fantasy II (USA),"1,048,576",8
Tsuppari Oozumou - Risshinshusse Hen (Japan),"1,048,576",8
Addams Family The - Pugsley's Scavenger Hunt (USA) (Beta),"1,048,576",8
True Golf Classics - Wicked 18 (USA),"1,048,576",8
Final Fantasy IV (Japan) (Rev 1),"1,048,576",8
Final Fantasy IV (Japan),"1,048,576",8
Final Fantasy IV - Easy Type (Japan),"1,048,576",8
True Golf Classics - Waialae Country Club (USA),"1,048,576",8
True Golf Classics - Pebble Beach Golf Links (USA),"1,048,576",8
True Golf Classics - Pebble Beach Golf Links (Europe),"1,048,576",8
Final Fight (Europe),"1,048,576",8
Final Fight (Japan),"1,048,576",8
Final Fight (USA),"1,048,576",8
Addams Family The - Pugsley's Scavenger Hunt (USA),"1,048,576",8
Advanced Dungeons & Dragons - Eye of the Beholder (USA),"1,048,576",8
Toys - Let the Toy Wars begin! (USA),"1,048,576",8
Toys - Let the Toy Wars begin! (Europe),"1,048,576",8
Tottemo! Lucky Man - Lucky Cookie Roulette de Totsugekii (Japan),"1,048,576",8
Total Carnage (USA),"1,048,576",8
Final Fight Guy (Japan),"1,048,576",8
Final Fight Guy (USA),"1,048,576",8
Total Carnage (USA) (Beta 2),"1,048,576",8
Final Knockout (Japan),"1,048,576",8
Total Carnage (USA) (Beta 1),"1,048,576",8
Finalset (Japan) (Beta),"1,048,576",8
Finalset (Japan),"1,048,576",8
Total Carnage (Europe),"1,048,576",8
Toride (Japan),"1,048,576",8
Top Racer 2 (Japan) (En),"1,048,576",8
Top Gear 3000 (USA),"1,048,576",8
Top Gear 3000 (Europe),"1,048,576",8
Top Gear 2 (USA),"1,048,576",8
Fire Fighting (Japan),"1,048,576",8
Top Gear 2 (Europe),"1,048,576",8
FireStriker (USA) (Beta),"1,048,576",8
FireStriker (USA),"1,048,576",8
Firemen The (Europe) (Beta),"1,048,576",8
Firemen The (Europe) (EnFrDe),"1,048,576",8
Firemen The (Japan),"1,048,576",8
Firepower 2000 (USA),"1,048,576",8
Adventures of Dr. Franken The (Europe) (EnFrDeEsItNlSv),"1,048,576",8
Adventures of Dr. Franken The (USA),"1,048,576",8
First Queen - Ornic Senki (Japan),"1,048,576",8
Tony Meola's Sidekicks Soccer (USA),"1,048,576",8
Tony Meola's Sidekicks Soccer (USA) (Beta),"1,048,576",8
Daibakushou Jinsei Gekijou - Ooedo Nikki (Japan),"1,048,576",8
Tommy Moe's Winter Extreme - Skiing and Snowboarding (USA),"1,048,576",8
Adventures of Mighty Max The (Europe),"1,048,576",8
Adventures of Rocky and Bullwinkle and Friends The (USA),"1,048,576",8
Adventures of Yogi Bear (USA),"1,048,576",8
Tokoro's Mahjong (Japan),"1,048,576",8
Tiny Toon Adventures - Wild & Wacky Sports (Europe),"1,048,576",8
Tiny Toon Adventures - Wild & Wacky Sports (Europe) (Rev 1),"1,048,576",8
Tiny Toon Adventures - Wild & Wacky Sports (Europe) (Beta),"1,048,576",8
Flintstones The (USA) (Beta),"1,048,576",8
Tiny Toon Adventures - Wacky Sports Challenge (USA),"1,048,576",8
Flintstones The - The Treasure of Sierra Madrock (Europe),"1,048,576",8
Flintstones The - The Treasure of Sierra Madrock (Japan),"1,048,576",8
Flintstones The - The Treasure of Sierra Madrock (USA) (Beta),"1,048,576",8
Flintstones The - The Treasure of Sierra Madrock (USA),"1,048,576",8
Flying Hero - Bugyuru no Daibouken (Japan),"1,048,576",8
Football Fury (USA),"1,048,576",8
Tiny Toon Adventures - Dotabata Daiundoukai (Japan),"1,048,576",8
Tiny Toon Adventures - Buster Busts Loose! (USA),"1,048,576",8
Tiny Toon Adventures - Buster Busts Loose! (USA) (Beta),"1,048,576",8
Fortune Quest - Dice o Korogase (Japan),"1,048,576",8
Tiny Toon Adventures - Buster Busts Loose! (Spain),"1,048,576",8
Tiny Toon Adventures - Buster Busts Loose! (Europe),"1,048,576",8
Tiny Toon Adventures (Japan),"1,048,576",8
Tiny Toon Adventures (Japan) (Rev 1),"1,048,576",8
Time Trax (USA),"1,048,576",8
Time Trax (USA) (Beta),"1,048,576",8
Daibakushou Jinsei Gekijou (Japan),"1,048,576",8
Time Trax (Europe),"1,048,576",8
Time Slip (USA),"1,048,576",8
Time Slip (Europe),"1,048,576",8
Time Slip (Europe) (Beta),"1,048,576",8
Thunder Spirits (USA),"1,048,576",8
Thunder Spirits (Japan) (En),"1,048,576",8
Thoroughbred Breeder (Japan),"1,048,576",8
Thomas the Tank Engine & Friends (USA),"1,048,576",8
Thomas the Tank Engine & Friends (Europe),"1,048,576",8
Theme Park (Europe) (EnFrDe),"1,048,576",8
Tetris Flash (Japan),"1,048,576",8
Fun 'n Games (Europe),"1,048,576",8
Fun 'n Games (USA),"1,048,576",8
Tetris Battle Gaiden (Japan),"1,048,576",8
Tetris Attack (USA) (EnJa),"1,048,576",8
Tetris Attack (Europe) (EnJa),"1,048,576",8
Tetris 2 (USA),"1,048,576",8
Tetris 2 (USA) (Rev 1),"1,048,576",8
Tetris 2 (Europe),"1,048,576",8
GP-1 (Europe),"1,048,576",8
GP-1 (Japan) (En),"1,048,576",8
GP-1 (USA),"1,048,576",8
Tetris & Dr. Mario (USA),"1,048,576",8
Tetris & Dr. Mario (Europe),"1,048,576",8
GS Mikami - Joreishi wa Nice Body (Japan),"1,048,576",8
Terminator The (USA),"1,048,576",8
Terminator The (Europe),"1,048,576",8
Terminator The (Europe) (Beta),"1,048,576",8
Terminator 2 - Judgment Day (USA),"1,048,576",8
Terminator 2 - Judgment Day (Europe),"1,048,576",8
Terminator 2 - Judgment Day (Europe) (Beta),"1,048,576",8
Tekichuu Keiba Juku (Japan),"1,048,576",8
Gambler Jiko Chuushinha 2 - Dorapon Quest (Japan),"1,048,576",8
Gambling Hourouki (Japan),"1,048,576",8
Teenage Mutant Ninja Turtles IV - Turtles in Time (USA),"1,048,576",8
Teenage Mutant Ninja Turtles IV - Turtles in Time (USA) (Beta 2),"1,048,576",8
Teenage Mutant Ninja Turtles IV - Turtles in Time (USA) (Beta 1),"1,048,576",8
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Rev 1),"1,048,576",8
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Rev 2),"1,048,576",8
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan),"1,048,576",8
Teenage Mutant Ninja Turtles IV - Turtles in Time (Australia),"1,048,576",8
Teenage Mutant Ninja Turtles - Turtles in Time (Japan),"1,048,576",8
Teenage Mutant Hero Turtles IV - Turtles in Time (Europe),"1,048,576",8
Tecmo Super NBA Basketball (USA),"1,048,576",8
Tecmo Super NBA Basketball (USA) (Beta),"1,048,576",8
Tecmo Super NBA Basketball (Japan) (En),"1,048,576",8
Tecmo Super NBA Basketball (Japan) (En) (Rev 1),"1,048,576",8
Tecmo Super NBA Basketball (Europe),"1,048,576",8
Ganbare! Daiku no Gen-san (Japan),"1,048,576",8
Gangan Gan-chan (Japan),"1,048,576",8
Tecmo Super NBA Basketball (Australia),"1,048,576",8
Tecmo Secret of the Stars (USA) (Beta),"1,048,576",8
Ganso Pachi-Slot Nihonichi (Japan),"1,048,576",8
Ganso Pachinko Ou (Japan),"1,048,576",8
Taz-Mania (USA),"1,048,576",8
Taz-Mania (USA) (Rev 1),"1,048,576",8
Taz-Mania (USA) (Beta),"1,048,576",8
Taz-Mania (Europe),"1,048,576",8
Tatakae Genshijin 3 - Shuyaku wa Yappari Joe & Mac (Japan),"1,048,576",8
Adventures of the Rocketeer The (Japan),"1,048,576",8
Tarot Mystery (Japan),"1,048,576",8
Tamagotch Town (Japan) (NP),"1,048,576",8
Gdleen (Japan) (Rev 1),"1,048,576",8
Gdleen (Japan),"1,048,576",8
Gegege no Kitarou - Fukkatsu! Tenma Daiou (Japan),"1,048,576",8
Gekitotsu Dangan Jidousha Kessen - Battle Mobile (Japan),"1,048,576",8
Takeda Nobuhiro no Super League Soccer (Japan),"1,048,576",8
Gemfire (USA),"1,048,576",8
Genghis Khan II - Clan of the Gray Wolf (USA),"1,048,576",8
Aero the Acro-Bat (Europe),"1,048,576",8
Daffy Duck - The Marvin Missions (USA),"1,048,576",8
Takahashi Meijin no Daibouken-jima (Japan),"1,048,576",8
George Foreman's KO Boxing (Europe),"1,048,576",8
George Foreman's KO Boxing (USA) (Doritos Promo),"1,048,576",8
George Foreman's KO Boxing (USA) (Rev 1),"1,048,576",8
George Foreman's KO Boxing (USA),"1,048,576",8
Gerry Anderson's Thunderbirds - Kokusai Kyuujotai Shutsudou Seyo!! (Japan),"1,048,576",8
Aero the Acro-Bat (USA),"1,048,576",8
Taikyoku Igo - Idaten (Japan),"1,048,576",8
Taikyoku Igo - Goliath (Japan),"1,048,576",8
Ghoul Patrol (Europe),"1,048,576",8
Ghoul Patrol (Japan),"1,048,576",8
Ghoul Patrol (USA),"1,048,576",8
Taiketsu!! Brass Numbers (Japan),"1,048,576",8
Taekwon-Do (Korea),"1,048,576",8
Ginga Eiyuu Densetsu (Japan),"1,048,576",8
Taekwon-Do (Japan) (JaKo),"1,048,576",8
Gionbana (Japan),"1,048,576",8
Table Game Daishuugou!! (Japan),"1,048,576",8
Aerobiz (USA),"1,048,576",8
T2 - The Arcade Game (USA),"1,048,576",8
Daffy Duck - The Marvin Missions (USA) (Sample),"1,048,576",8
Daffy Duck - The Marvin Missions (Europe),"1,048,576",8
Goal! (USA),"1,048,576",8
Gods (Europe),"1,048,576",8
Gods (USA) (Beta),"1,048,576",8
Gods (USA),"1,048,576",8
T2 - The Arcade Game (Japan),"1,048,576",8
T2 - The Arcade Game (Europe),"1,048,576",8
Syvalion (Japan),"1,048,576",8
Syvalion (Europe),"1,048,576",8
Syvalion (Europe) (Beta),"1,048,576",8
Gon (Japan),"1,048,576",8
D-Force (USA),"1,048,576",8
Cyborg 009 (Japan),"1,048,576",8
Cyborg 009 (Japan) (Beta),"1,048,576",8
Cybernator (USA),"1,048,576",8
Cybernator (USA) (Beta),"1,048,576",8
Syndicate (USA),"1,048,576",8
Syndicate (Japan),"1,048,576",8
Gousou Jinrai Densetsu - Musha (Japan),"1,048,576",8
Cybernator (Europe),"1,048,576",8
Syndicate (Europe) (EnFrDe),"1,048,576",8
Syndicate (Europe) (EnFrDe) (Beta),"1,048,576",8
Aerobiz Supersonic (USA),"1,048,576",8
Aguri Suzuki F-1 Super Driving (Europe),"1,048,576",8
Sword Maniac (Japan),"1,048,576",8
Great Battle II The - Last Fighter Twin (Japan),"1,048,576",8
Suzuki Aguri no F-1 Super Driving (Japan) (En),"1,048,576",8
Suzuka 8 Hours (USA),"1,048,576",8
Suzuka 8 Hours (Japan) (En),"1,048,576",8
Sutobasu Yarou Show (Japan),"1,048,576",8
Super!! Pachinko (Japan),"1,048,576",8
Super Zugan - Hakotenjou kara no Shoutaijou (Japan),"1,048,576",8
Cyber Knight (Japan),"1,048,576",8
Super Widget (USA),"1,048,576",8
Super Widget (Europe),"1,048,576",8
HAL's Hole in One Golf (Europe),"1,048,576",8
HAL's Hole in One Golf (USA),"1,048,576",8
Habu Meijin no Omoshiro Shougi (Japan),"1,048,576",8
Super Wagyan Land 2 (Japan),"1,048,576",8
Super Wagyan Land (Japan),"1,048,576",8
Super Volley II (Japan),"1,048,576",8
Super Valis IV (USA),"1,048,576",8
Haisei Mahjong - Ryouga (Japan),"1,048,576",8
Super Valis - Akaki Tsuki no Otome (Japan),"1,048,576",8
Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan) (Beta),"1,048,576",8
Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan),"1,048,576",8
Hakunetsu Pro Yakyuu - Ganba League (Japan) (Rev 1),"1,048,576",8
Hakunetsu Pro Yakyuu - Ganba League (Japan),"1,048,576",8
Super Uno (Japan),"1,048,576",8
Super Uno (Japan) (Rev 1),"1,048,576",8
Super Uno (Japan) (Beta),"1,048,576",8
Cu-On-Pa SFC (Japan),"1,048,576",8
Air Cavalry (Europe),"1,048,576",8
Hanjuku Hero - Ah Sekai yo Hanjuku Nare...!! (Japan),"1,048,576",8
Air Cavalry (USA),"1,048,576",8
Super Turrican 2 (USA) (Beta 1),"1,048,576",8
Air Management - Oozora ni Kakeru (Japan) (Rev 1),"1,048,576",8
Air Management - Oozora ni Kakeru (Japan),"1,048,576",8
Air Management II - Koukuu Ou o Mezase (Japan),"1,048,576",8
Akumajou Dracula (Japan),"1,048,576",8
Cosmo Police Galivan II - Arrow of Justice (Japan),"1,048,576",8
Cosmo Gang - The Video (Japan),"1,048,576",8
Coron Land (Japan),"1,048,576",8
Al Unser Jr.'s Road to the Top (Europe),"1,048,576",8
